30-10601,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs05/trs2282780.jpg?fitin=700:700,2378.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載,<b>メーカー／トラスコ中山（株）</b><br><br>【特長】<br>●コスト重視の低価格タイプです。●傷に強いです。●遮光度の番手が大きいほど濃くなります。<br><br>【用途】<br>●アーク溶接に。<br><br>【仕様】<br>●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm<br><br>【材質／仕上】<br>●ガラス<br><br>【質量】　752G<br><br>【原産国】　ドイツ<br><br>【2017　オレンジブック掲載】　4 1994　ページ■商品コード：trs2282780　●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC：工具箱　楽天市場店,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載。ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC[rn]
30-10681,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,9685.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ボールロックボルト　２４ｍｍ　１０個入り　T65010K10,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●アクセサリー、ブラケット同士をワンタッチでスピーディーかつ確実に固定・連結できます。●可動式の３個の鋼球で確実のロックされます。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●高さ(mm）:24●適合六角棒レンチ（mm）:6●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（SUM22L）<br><br>【質量】　0.7KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1942　ページ■商品コード：trs8188503　●高さ(mm）:24●適合六角棒レンチ（mm）:6●溶接テーブルTDJKM-100専用,ＳＨＴ　ボールロックボルト　２４ｍｍ　１０個入り　T65010K10：工具箱　楽天市場店,ＳＨＴ　ボールロックボルト　２４ｍｍ　１０個入り　T65010K10,【業務用】 オレンジブック2017掲載。ＳＨＴ　ボールロックボルト　２４ｍｍ　１０個入り　T65010K10[rn]
30-10682,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188507.jpg?fitin=700:700,1490.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ボールボルト用スペーサー　４ｍｍ　１０個入り　T65804K10,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●２８ｍｍタイプのボールロックボルト（T65015）で厚みの足りないアクセサリー、ブラケット同士を連結させる際に使用します。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●高さ(mm）:4●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　0.1KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1942　ページ■商品コード：trs8188507　●高さ(mm）:4●溶接テーブルTDJKM-100専用,ＳＨＴ　ボールボルト用スペーサー　４ｍｍ　１０個入り　T65804K10：工具箱　楽天市場店,ＳＨＴ　ボールボルト用スペーサー　４ｍｍ　１０個入り　T65804K10,【業務用】 オレンジブック2017掲載。ＳＨＴ　ボールボルト用スペーサー　４ｍｍ　１０個入り　T65804K10[rn]
30-10683,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188525.jpg?fitin=700:700,2782.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ねじアダプター　４個入り　TXB6204K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●溶接テーブル裏面から装着することで、当該テーブル穴をねじ穴として使用することができるアクセサリーです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●ねじ穴：2●ネジ穴サイズ：M10●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（SS400）<br><br>【質量】　520G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188525　●ねじ穴：2●ネジ穴サイズ：M10●溶接テーブルTDJKM-100専用,ＳＨＴ　ねじアダプター　４個入り　TXB6204K04：工具箱　楽天市場店,ＳＨＴ　ねじアダプター　４個入り　TXB6204K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　ねじアダプター　４個入り　TXB6204K04[rn]
30-10684,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188530.jpg?fitin=700:700,13648.8000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　調整式レスト　２個入り　T64213K02,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●高さ調整が可変式の差込式保持具です。●溶接テーブル穴やＤストップバー、ストレートエッジストップ等と組み合わせることで、ワークを任意の高さで保持するためのサポートを行います。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径(mm):44.5●調整範囲（mm）：51～70●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　220G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188530　●直径(mm):44.5●調整範囲（mm）：51～70●溶接テーブルTDJKM-100専用,ＳＨＴ　調整式レスト　２個入り　T64213K02：工具箱　楽天市場店,ＳＨＴ　調整式レスト　２個入り　T64213K02,【業務用】 オレンジブック2017掲載。ＳＨＴ　調整式レスト　２個入り　T64213K02[rn]
30-10685,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188517.jpg?fitin=700:700,8942.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ストレートエッジストップ　４個入り　T60505K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワークの保持、位置決めに最適なストレートタイプのフラットパーです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●幅×奥行×厚み(mm):150×30×12●スロット長(mm):76.2●穴数:1●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　0.68KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188517　●幅×奥行×厚み(mm):150×30×12●スロット長(mm):76.2●穴数:1●溶接テーブルTDJKM-100専用,ＳＨＴ　ストレートエッジストップ　４個入り　T60505K04：工具箱　楽天市場店,ＳＨＴ　ストレートエッジストップ　４個入り　T60505K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　ストレートエッジストップ　４個入り　T60505K04[rn]
30-10686,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188516.jpg?fitin=700:700,5961.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　Ｄストップバー　４個入り　T60630K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●多用途なフラットバーです。片方の先端はラウンド形状、もう片方はフラット形状になっており、異形物でもワークに確実に接触、保持します。●ボールロックボルト等を使用して、ワークを固定します。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●幅×奥行×厚み(mm):121.2×25×12●スロット長(mm):76.2●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●アルミ合金鋼（A6061）<br><br>【質量】　0.4KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188516　●幅×奥行×厚み(mm):121.2×25×12●スロット長(mm):76.2●溶接テーブルTDJKM-100専用,ＳＨＴ　Ｄストップバー　４個入り　T60630K04：工具箱　楽天市場店,ＳＨＴ　Ｄストップバー　４個入り　T60630K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　Ｄストップバー　４個入り　T60630K04[rn]
30-10687,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,2384.8000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ストッパー　ミドル　４個入り　TBXMS2538K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワークを適切な位置で固定し、クランピングする為に、テーブル上の穴に差し込んで使用するストッパーです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径×高さ(mm）:25×38.1●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（SS400）<br><br>【質量】　0.64KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1942　ページ■商品コード：trs8188511　●直径×高さ(mm）:25×38.1●溶接テーブルTDJKM-100専用,ＳＨＴ　ストッパー　ミドル　４個入り　TBXMS2538K04：工具箱　楽天市場店,ＳＨＴ　ストッパー　ミドル　４個入り　TBXMS2538K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　ストッパー　ミドル　４個入り　TBXMS2538K04[rn]
30-10688,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188526.jpg?fitin=700:700,3666.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　マグネットプラグ　４個入り　T65410K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●アングルブラケット等の穴に差し込むことで、当該アングルブラケットにマグネット機能を追加します。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●高さ×直径（mm）:25×25●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（SS400）<br><br>【質量】　120G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188526　●高さ×直径（mm）:25×25●溶接テーブルTDJKM-100専用,ＳＨＴ　マグネットプラグ　４個入り　T65410K04：工具箱　楽天市場店,ＳＨＴ　マグネットプラグ　４個入り　T65410K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　マグネットプラグ　４個入り　T65410K04[rn]
30-10689,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188520.jpg?fitin=700:700,8436.0000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　アングルブラケット　２個入り　T60305K02,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワーク同士を90°で固定する際に便利なアングルブラケットです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●幅×奥行×高さ(mm):91×30×91●厚み(mm):12●スロット長(mm):51●穴数:3●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　0.64KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188520　●幅×奥行×高さ(mm):91×30×91●厚み(mm):12●スロット長(mm):51●穴数:3●溶接テーブルTDJKM-100専用,ＳＨＴ　アングルブラケット　２個入り　T60305K02：工具箱　楽天市場店,ＳＨＴ　アングルブラケット　２個入り　T60305K02,【業務用】 オレンジブック2017掲載。ＳＨＴ　アングルブラケット　２個入り　T60305K02[rn]
30-10690,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,1416.0000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　据置き型　Ｃ型クランプ　ショートタイプ　PT07K,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●テーブル上の穴に差し込んで固定し、各種ワークを確実にクランプします。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●フトコロ（mm）:50●最大口開き（mm）:60●全長（mm）:200●溶接テーブルTDJKM-100専用のアクセサリー各種です。<br><br>【材質／仕上】<br>●炭素鋼（S45C）、合金鋼（SCM440）<br><br>【質量】　0.3KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1942　ページ■商品コード：trs8188509　●フトコロ（mm）:50●最大口開き（mm）:60●全長（mm）:200●溶接テーブルTDJKM-100専用のアクセサリー各種です。,ＳＨＴ　据置き型　Ｃ型クランプ　ショートタイプ　PT07K：工具箱　楽天市場店,ＳＨＴ　据置き型　Ｃ型クランプ　ショートタイプ　PT07K,【業務用】 オレンジブック2017掲載。ＳＨＴ　据置き型　Ｃ型クランプ　ショートタイプ　PT07K[rn]
30-10691,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188521.jpg?fitin=700:700,10363.2000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　アングルブラケット　２個入り　T60310K02,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワーク同士を90°で固定する際に便利なアングルブラケットです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●幅×奥行×高さ(mm):150×30×90●厚み(mm):12●スロット長(mm):100●穴数:3●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　0.72KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188521　●幅×奥行×高さ(mm):150×30×90●厚み(mm):12●スロット長(mm):100●穴数:3●溶接テーブルTDJKM-100専用,ＳＨＴ　アングルブラケット　２個入り　T60310K02：工具箱　楽天市場店,ＳＨＴ　アングルブラケット　２個入り　T60310K02,【業務用】 オレンジブック2017掲載。ＳＨＴ　アングルブラケット　２個入り　T60310K02[rn]
30-10692,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188532.jpg?fitin=700:700,2444.0000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　ストッパー　ショート　４個入り　T64200K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワークを適切な位置で固定し、クランピングする為に、テーブル上の穴に差し込んで使用するストッパーです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径×高さ(mm）:40×16●溶接テーブルTDJKM-100専用のアクセサリー各種です。<br><br>【材質／仕上】<br>●炭素鋼（SUM22L）<br><br>【質量】　0.72KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1942　ページ■商品コード：trs8188532　●直径×高さ(mm）:40×16●溶接テーブルTDJKM-100専用のアクセサリー各種です。,ＳＨＴ　ストッパー　ショート　４個入り　T64200K04：工具箱　楽天市場店,ＳＨＴ　ストッパー　ショート　４個入り　T64200K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　ストッパー　ショート　４個入り　T64200K04[rn]
30-10693,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188524.jpg?fitin=700:700,10271.2000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　サイドクランプ　４個入り　TCX6210K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワークを側面から固定する為のクランプです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●クランプ範囲(mm):0～35●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●本体：炭素鋼（SS400、SUM22L）、ネジ部：アルミ合金鋼（A6061）<br><br>【質量】　1.04KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188524　●クランプ範囲(mm):0～35●溶接テーブルTDJKM-100専用,ＳＨＴ　サイドクランプ　４個入り　TCX6210K04：工具箱　楽天市場店,ＳＨＴ　サイドクランプ　４個入り　TCX6210K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　サイドクランプ　４個入り　TCX6210K04[rn]
30-10694,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188529.jpg?fitin=700:700,3629.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　マグスプリング　クランプ　UDV65M,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●スプリング付のクランプで、片手でスピーディーかつ簡単にワークの保持が可能です。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●最大口開き(mm):83●フトコロ(mm):115●全長(mm):226●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C、S55C）<br><br>【質量】　500G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188529　●最大口開き(mm):83●フトコロ(mm):115●全長(mm):226●溶接テーブルTDJKM-100専用,ＳＨＴ　マグスプリング　クランプ　UDV65M：工具箱　楽天市場店,ＳＨＴ　マグスプリング　クランプ　UDV65M,【業務用】 オレンジブック2017掲載。ＳＨＴ　マグスプリング　クランプ　UDV65M[rn]
30-10695,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188531.jpg?fitin=700:700,5789.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　固定式レスト　２個入り　T64214K02,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●溶接テーブル穴やＤストップバー、ストレートエッジストップ等と組み合わせることで、ワークを任意の高さで保持する為のサポートを行います。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●高さ×直径(mm):51×38●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　320G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188531　●高さ×直径(mm):51×38●溶接テーブルTDJKM-100専用,ＳＨＴ　固定式レスト　２個入り　T64214K02：工具箱　楽天市場店,ＳＨＴ　固定式レスト　２個入り　T64214K02,【業務用】 オレンジブック2017掲載。ＳＨＴ　固定式レスト　２個入り　T64214K02[rn]
30-10696,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188518.jpg?fitin=700:700,2752.0000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　レストボタン　マグネットタイプ　４個入り　T50737K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●テーブル上の穴位置に関係なく、任意の位置において、ワークのかさ上げ保持が可能です。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径×高さ(mm）:40×11.5●溶接テーブルTDJKM-100専用のアクセサリー各種です。<br><br>【材質／仕上】<br>●炭素鋼（SS400）<br><br>【質量】　0.52KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188518　●直径×高さ(mm）:40×11.5●溶接テーブルTDJKM-100専用のアクセサリー各種です。,ＳＨＴ　レストボタン　マグネットタイプ　４個入り　T50737K04：工具箱　楽天市場店,ＳＨＴ　レストボタン　マグネットタイプ　４個入り　T50737K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　レストボタン　マグネットタイプ　４個入り　T50737K04[rn]
30-10697,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188515.jpg?fitin=700:700,3666.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　Ｖスペーサー　４個入り　T64211K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●Ｖブロック（TBXV412）に併せて使用することで、高さを11.5mmかさ上げすることができます。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径×高さ(mm）:φ38×27.5●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　0.36KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188515　●直径×高さ(mm）:φ38×27.5●溶接テーブルTDJKM-100専用,ＳＨＴ　Ｖスペーサー　４個入り　T64211K04：工具箱　楽天市場店,ＳＨＴ　Ｖスペーサー　４個入り　T64211K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　Ｖスペーサー　４個入り　T64211K04[rn]
30-10698,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188528.jpg?fitin=700:700,3540.0000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　先端スイベルパッド付Ｃ型クランプ　PG637V,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●先端にＶ字型のスイベルパッドが付属しており、直径63mm程度の丸管も安定して保持することができるＣ型クランプです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●フトコロ(mm):76●最大口開き(mm):63.5●全長（mm）:250●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）、合金鋼（SCM440）<br><br>【質量】　450G<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1944　ページ■商品コード：trs8188528　●フトコロ(mm):76●最大口開き(mm):63.5●全長（mm）:250●溶接テーブルTDJKM-100専用,ＳＨＴ　先端スイベルパッド付Ｃ型クランプ　PG637V：工具箱　楽天市場店,ＳＨＴ　先端スイベルパッド付Ｃ型クランプ　PG637V,【業務用】 オレンジブック2017掲載。ＳＨＴ　先端スイベルパッド付Ｃ型クランプ　PG637V[rn]
30-10699,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs33/trs4706277.jpg?fitin=700:700,6433.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＯＫＵ　ＴＰＢ－７３、ＴＰＢ－９０用アスファルトカッタ５４０×７５（幅）　A00060080,【業務用】 オレンジブック2017掲載,<b>メーカー／東空販売（株）</b><br><br>【用途】<br>●土木、建設、建築構造物のコンクリートハツリ作業に。●バリ取り作業に。<br><br>【仕様】<br>●全長(mm):540●シャンクサイズ(mm):31.7●適合機種:TPB-73/90●シャンク長さ(ｍｍ):154●カッタ寸法(ｍｍ):75●シャンク形状:六角<br><br>【原産国】　日本<br><br>【質量】　4.2KG<br><br>【2017　オレンジブック掲載】　4 2051ページ■商品コード：trs4706277　●全長(mm):540●シャンクサイズ(mm):31.7●適合機種:TPB-73/90●シャンク長さ(ｍｍ):154●カッタ寸法(ｍｍ):75●シャンク形状:六角,ＴＯＫＵ　ＴＰＢ&minus;７３、ＴＰＢ&minus;９０用アスファルトカッタ５４０&times;７５（幅）　A00060080：工具箱　楽天市場店,ＴＯＫＵ　ＴＰＢ&minus;７３、ＴＰＢ&minus;９０用アスファルトカッタ５４０&times;７５（幅）　A00060080,【業務用】 オレンジブック2017掲載。ＴＯＫＵ　ＴＰＢ&minus;７３、ＴＰＢ&minus;９０用アスファルトカッタ５４０&times;７５（幅）　A00060080[rn]
30-10700,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs33/trs4706005.jpg?fitin=700:700,1117.6000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＯＫＵ　ＴＣＡ－７、ＴＣＢ－１３０Ｂ用ピックスチール４００ＭＭ　A00010010,【業務用】 オレンジブック2017掲載,<b>メーカー／東空販売（株）</b><br><br>【用途】<br>●土木、建設、建築構造物のコンクリートハツリ作業に。●バリ取り作業など。<br><br>【仕様】<br>●全長(mm):400●シャンクサイズ(mm):26●適合機種:TCA-7、TCB-130B、G-9、G-9S●シャンク長さ(ｍｍ):80●シャンク形状:丸●シャンクサイズ:26mm●シャンク長さ:80mm<br><br>【原産国】　日本<br><br>【質量】　1.2KG<br><br>【2017　オレンジブック掲載】　4 2052ページ■商品コード：trs4706005　●全長(mm):400●シャンクサイズ(mm):26●適合機種:TCA-7、TCB-130B、G-9、G-9S●シャンク長さ(ｍｍ):80●シャンク形状:丸●シャンクサイズ:26mm●シャンク長さ:80mm,ＴＯＫＵ　ＴＣＡ&minus;７、ＴＣＢ&minus;１３０Ｂ用ピックスチール４００ＭＭ　A00010010：工具箱　楽天市場店,ＴＯＫＵ　ＴＣＡ&minus;７、ＴＣＢ&minus;１３０Ｂ用ピックスチール４００ＭＭ　A00010010,【業務用】 オレンジブック2017掲載。ＴＯＫＵ　ＴＣＡ&minus;７、ＴＣＢ&minus;１３０Ｂ用ピックスチール４００ＭＭ　A00010010[rn]
